street,zipcode,city,useCode,taxAssessmentYear,taxAssessment,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,amount,regionName,regionType
132 W 97th St,90003,Los Angeles,MultiFamily2To4,2018,459000.0,1922,5401,1178,NA,0,452110,Southeast Los Angeles,neighborhood
1526 N Beverly Dr,90210,Beverly Hills,SingleFamily,2018,1168506.0,1925,8179,1527,2.0,2,2093683,Beverly Crest,neighborhood
20344 Alerion Pl,91364,Woodland Hills,SingleFamily,2018,493276.0,1965,18779,4080,5.0,5,1635531,Woodland Hills,neighborhood
1847 W 77th St,90047,Los Angeles,SingleFamily,2018,115272.0,1923,6701,1020,2.0,2,519905,South Los Angeles,neighborhood
15104 Kingsbury St,91345,Mission Hills,SingleFamily,2018,525136.0,1948,17676,2127,2.0,4,651789,Mission Hills,neighborhood
5245 San Vicente Blvd,90019,Los Angeles,Townhouse,NA,NA,NA,NA,NA,2.0,3,2554745,West Hollywood West,neighborhood
612 N Vista St,90036,Los Angeles,Duplex,2018,571257.0,1924,7003,2579,4.0,4,1834763,Mid City West,neighborhood
332 Saint Cloud Rd,90077,Los Angeles,SingleFamily,2018,4.5039392E7,1993,53372,23227,12.0,7,64903650,Bel Air,neighborhood
445 Toyopa Dr,90272,Pacific Palisades,SingleFamily,2018,2855256.0,1963,9007,3259,3.0,4,4772233,Pacific Palisades,neighborhood
20339 Wynfreed Ln,91326,Porter Ranch,Condominium,2018,612483.0,2000,6672,2839,4.0,3,1006118,Porter Ranch,neighborhood
4601 Eagle Rock Blvd,90041,Los Angeles,SingleFamily,NA,NA,NA,NA,2000,2.0,3,1141369,Eagle Rock,neighborhood
5070 Catalon Ave,91364,Woodland Hills,SingleFamily,2018,64675.0,1949,6019,1000,1.0,1,680421,Woodland Hills,neighborhood
7816 Flight Ave,90045,Los Angeles,MultiFamily2To4,2018,856629.0,1950,6503,1788,3.0,5,1284646,Westchester,neighborhood
5967 Hillview Park Ave,91401,Van Nuys,SingleFamily,2018,211059.0,1950,22192,3174,3.0,5,1281425,Valley Glen,neighborhood
10774 Sutter Ave,91331,Pacoima,SingleFamily,2018,235470.0,1992,3550,1276,2.0,3,444504,Pacoima,neighborhood
6006 County Oak Rd,91367,Woodland Hills,SingleFamily,2018,269281.0,NA,11177,4756,5.0,5,1627383,Woodland Hills,neighborhood
420 E 103rd St,90003,Los Angeles,Duplex,2018,208428.0,1926,5180,1525,2.0,3,451814,Southeast Los Angeles,neighborhood
138 E 82nd St,90003,Los Angeles,Duplex,2018,320476.0,1922,5084,1611,2.0,3,494317,Southeast Los Angeles,neighborhood
20801 Covello St,91306,Winnetka,SingleFamily,2018,494189.0,NA,NA,NA,NA,4,573396,Winnetka,neighborhood
13441 Van Nuys Blvd,91331,Pacoima,SingleFamily,2018,343556.0,1955,7536,3890,2.0,0,1446085,Pacoima,neighborhood
8360 Sunset View Dr,90069,Los Angeles,SingleFamily,2018,1197734.0,1950,24025,1693,2.0,2,3116525,Hollywood Hills,neighborhood
6605 Ben Ave,91606,North Hollywood,SingleFamily,2018,228521.0,1946,8155,1047,2.0,2,663896,North Hollywood,neighborhood
10404 Fernglen Ave,91042,Tujunga,SingleFamily,2018,151910.0,1949,7330,1212,2.0,3,583903,Tujunga,neighborhood
20715 Enadia Way,91306,Winnetka,SingleFamily,2018,566100.0,1954,7313,1348,2.0,3,549571,Winnetka,neighborhood
1106 E 119th St,90059,Los Angeles,SingleFamily,2018,36144.0,1944,5559,1054,1.0,3,424299,Southeast Los Angeles,neighborhood
10909 S Hobart Blvd,90047,Los Angeles,SingleFamily,2018,227270.0,1946,5202,1795,1.5,3,537831,Westmont,city
20656 Tribune St,91311,Chatsworth,SingleFamily,2018,521236.0,1973,9037,2455,3.0,4,781484,Chatsworth,neighborhood
6418 E Olympic Blvd,90022,Los Angeles,SingleFamily,2018,292114.0,1946,5063,2425,3.0,6,630375,East Los Angeles,city
1354 Ronan Ave,90744,Wilmington,SingleFamily,2018,238255.0,1958,5200,1074,2.0,3,456625,Wilmington,neighborhood
9548 Noble Ave,91343,North Hills,SingleFamily,2018,663000.0,1939,32103,1382,2.0,4,612644,North Hills,neighborhood
7835 Peachtree Ave,91402,Panorama City,SingleFamily,2018,374972.0,1951,6098,1040,1.0,3,537446,Panorama City,neighborhood
21600 Chatsworth St,91311,Chatsworth,SingleFamily,2018,684420.0,1956,23637,1794,2.0,3,699186,Chatsworth,neighborhood
1526 W 71st St,90047,Los Angeles,SingleFamily,2018,58332.0,1923,4282,1078,1.0,3,430067,South Los Angeles,neighborhood
136 S La Peer Dr,90048,Los angeles,SingleFamily,2018,1102972.0,1924,5905,1983,2.0,3,2471473,Mid City West,neighborhood
6317 W 6th St,90048,Los Angeles,MultiFamily2To4,2018,1436797.0,1926,6176,3740,5.0,6,2347932,Mid City West,neighborhood
7619 S Denker Ave,90047,Los Angeles,SingleFamily,2018,199714.0,1926,5200,1628,2.0,3,551351,South Los Angeles,neighborhood
5937 Haas Ave,90047,Los Angeles,SingleFamily,2018,340542.0,1923,4221,1256,1.0,3,483058,South Los Angeles,neighborhood
10650 Oakdale Ave,91311,Chatsworth,SingleFamily,2018,2550000.0,1978,207214,5776,4.0,5,2869438,Chatsworth,neighborhood
1170 Oneonta Dr,90065,Los Angeles,SingleFamily,2018,146632.0,1955,5600,1133,1.0,2,829887,Mount Washington,neighborhood
9044 Sylmar Ave,91402,Panorama City,Condominium,2018,424405.0,2007,100726,1558,3.0,3,450705,Panorama City,neighborhood
13277 Jacob Ln,91342,Sylmar,Condominium,2018,410475.0,2014,41414,1526,3.0,4,463073,Sylmar,neighborhood
463 W Sepulveda St,90731,San Pedro,Duplex,2018,175396.0,1931,5626,1632,2.0,3,531188,San Pedro,neighborhood
11254 Oxnard St,91606,North Hollywood,Triplex,2018,250934.0,1990,6154,3795,9.0,9,1183589,North Hollywood,neighborhood
11063 Whitegate Ave,91040,Sunland,SingleFamily,2018,74570.0,1946,8502,1319,2.0,3,623455,Sunland,neighborhood
3030 Lanfranco St,90063,Los Angeles,Duplex,2018,43894.0,1910,6749,1720,2.0,4,462834,Boyle Heights,neighborhood
329 14th St,90402,Santa Monica,SingleFamily,2018,2234785.0,1923,7521,3419,4.0,4,4353629,North of Montana,neighborhood
3312 Berkeley Ave,90026,Los Angeles,SingleFamily,2018,612520.0,NA,2240,720,1.75,NA,855528,Silver Lake,neighborhood
11433 De Celis Pl,91344,Granada Hills,SingleFamily,2018,507004.0,1955,9365,1352,2.0,4,627480,Granada Hills,neighborhood
220 W 5th St APT 207,90013,Los Angeles,MultiFamily2To4,2018,86048.0,1912,13466,1236,2.0,2,709068,Downtown,neighborhood
11841 Laughton Way,91326,Porter Ranch,SingleFamily,2018,431244.0,1981,10971,1872,2.0,3,770988,Porter Ranch,neighborhood
1631 W 12th St,90015,Los Angeles,Quadruplex,2018,369691.0,1922,6249,1936,4.0,4,835364,Pico-Union,neighborhood
1327 Albany St,90015,Los Angeles,SingleFamily,2018,191888.0,1903,6002,1422,1.0,3,671470,Pico-Union,neighborhood
4814 Topeka Dr,91356,Tarzana,SingleFamily,2018,756543.0,1959,17119,3648,5.0,5,1598846,Tarzana,neighborhood
14406 Kingsbury St,91345,Mission Hills,SingleFamily,2018,382735.0,1955,7504,1496,2.0,3,543061,Mission Hills,neighborhood
2750 Tilden Ave,90064,Los Angeles,SingleFamily,2018,570664.0,1960,9101,1800,2.0,3,1536696,Palms,neighborhood
13823 Bromwich St,91331,Arleta,SingleFamily,2018,299231.0,1951,6589,1070,1.0,3,486043,Arleta,neighborhood
6951 Whitaker Ave,91406,Van Nuys,SingleFamily,2018,422237.0,1948,10018,1896,3.0,5,687938,Lake Balboa,neighborhood
3317 W 66th Pl,90043,Los Angeles,SingleFamily,2018,107499.0,1923,5431,1602,2.0,3,583748,Hyde Park,neighborhood
18668 Celtic St,91326,Porter Ranch,SingleFamily,2018,479267.0,1958,11325,2023,2.0,3,763564,Northridge,neighborhood
817 W 146th St,90247,Gardena,SingleFamily,2018,276202.0,1949,6242,822,1.0,2,494371,Harbor Gateway,neighborhood
10356 Johanna Ave,91040,Sunland,SingleFamily,2018,196212.0,1953,19282,1287,2.0,2,674964,Shadow Hills,neighborhood
1057 S Western Ave APT 218,90006,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,500,1.0,0,1003080,Mid City,neighborhood
9201 Rubio Ave,91343,North Hills,SingleFamily,2018,404047.0,1962,7614,2098,2.0,3,667688,North Hills,neighborhood
17512 Orna Dr,91344,Granada Hills,SingleFamily,2018,137427.0,1967,10139,2506,3.0,4,806499,Granada Hills,neighborhood
2449 Riverside Pl,90039,Los Angeles,Duplex,2018,360214.0,1925,3632,1290,2.0,2,984928,Silver Lake,neighborhood
1619 Delta St,90026,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,1000,1.0,1,946966,Echo Park,neighborhood
11317 Mccormick St APT 11,91601,North Hollywood,Apartment,NA,NA,1962,7500,300,1.0,0,3362586,North Hollywood,neighborhood
1940 Palisades Dr,90272,Pacific Palisades,Condominium,2018,764470.0,1985,241653,2571,4.0,3,1572076,Pacific Palisades,neighborhood
17095 Escalon Dr,91436,Encino,SingleFamily,2018,812211.0,1966,19238,1956,3.0,3,1196068,Encino,neighborhood
11236 Saticoy St,91352,Sun Valley,SingleFamily,2018,292983.0,1943,6996,1498,2.0,4,578916,Sun Valley,neighborhood
7418 Kraft Ave,91605,North Hollywood,SingleFamily,2018,154572.0,1944,6750,996,1.0,3,512950,Sun Valley,neighborhood
3304 Casitas Ave,90039,Los Angeles,MultiFamily2To4,2018,705427.0,1955,5401,1748,NA,0,946282,Atwater Village,neighborhood
11833 Bellagio Rd,90049,Los Angeles,SingleFamily,2018,1478772.0,1948,12937,3392,4.0,3,2877827,Bel Air,neighborhood
7918 Altavan Ave,90045,Los Angeles,SingleFamily,2018,236655.0,1950,5951,1832,3.0,4,1398882,Westchester,neighborhood
1150 W 77th St,90044,Los Angeles,SingleFamily,2018,68880.0,1922,5927,1014,1.0,2,447184,South Los Angeles,neighborhood
20513 Acre St,91306,Winnetka,SingleFamily,2018,368191.0,1956,7492,1479,2.0,4,598123,Winnetka,neighborhood
2344 Silver Ridge Ave,90039,Los Angeles,Townhouse,2018,299879.0,1975,5067,3022,2.0,3,1458712,Silver Lake,neighborhood
6526 Fountain Ave,90028,Los Angeles,SingleFamily,2018,831279.0,2015,1071,1736,3.0,2,968267,Hollywood,neighborhood
11250 Louise Ave,91344,Granada Hills,SingleFamily,2018,687249.0,1951,19998,2312,3.0,3,807475,Granada Hills,neighborhood
18148 Keswick St,91335,Reseda,SingleFamily,2018,269739.0,1950,5973,1450,2.0,2,548509,Reseda,neighborhood
1402 Sanborn Ave,90027,Los Angeles,SingleFamily,2018,949982.0,1947,12142,1032,1.0,2,1194879,Los Feliz,neighborhood
4533 Farmdale Ave,91602,North Hollywood,SingleFamily,2018,2045922.0,2014,6751,3821,6.0,5,2379920,Studio City,neighborhood
4208 W 61st St,90043,Los Angeles,SingleFamily,2018,706431.0,1939,6608,1362,2.0,3,797172,Hyde Park,neighborhood
125 N Huntington St,91340,San Fernando,Duplex,2018,202834.0,1947,6256,1800,3.0,3,548371,San Fernando,city
833 W 50th Pl,90037,Los Angeles,SingleFamily,2018,56536.0,1907,5196,1517,2.0,2,473752,South Los Angeles,neighborhood
957 S Lorena St,90023,Los Angeles,SingleFamily,2018,142957.0,1911,5795,1260,1.0,3,457800,Boyle Heights,neighborhood
5754 Ensign Ave,91601,North Hollywood,SingleFamily,2018,105459.0,1942,4387,767,1.0,2,603996,North Hollywood,neighborhood
3058 Chadwick Dr,90032,Los angeles,Duplex,2018,73856.0,1940,11939,2988,3.0,3,940152,El Sereno,neighborhood
1229 W 53rd St,90037,Los Angeles,SingleFamily,2018,171307.0,1910,5371,1728,1.0,3,529034,South Los Angeles,neighborhood
16231 Hiawatha St,91344,Granada Hills,SingleFamily,2018,550000.0,1960,10275,1449,2.0,3,643516,Granada Hills,neighborhood
2611 Berkeley Ave,90026,Los Angeles,Duplex,2018,563521.0,1932,7453,1801,3.0,5,1322765,Silver Lake,neighborhood
4615 White Oak Pl,91316,Encino,SingleFamily,2018,1522672.0,1955,20014,4798,6.0,6,2512537,Encino,neighborhood
7853 Wentworth St,91040,Sunland,SingleFamily,2018,624240.0,1958,6822,1292,2.5,3,684951,Sunland,neighborhood
3021 Bellevue Ave,90026,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,1.0,1,1029513,Silver Lake,neighborhood
3450 Glorietta Pl,91423,Sherman Oaks,SingleFamily,2018,529602.0,1959,13057,1678,2.0,3,1296791,Sherman Oaks,neighborhood
8202 Mckinley Ave,90001,Los Angeles,SingleFamily,2018,11146.0,1931,1057,608,1.0,1,287021,Southeast Los Angeles,neighborhood
8809 Oakwilde Ln,90046,Los Angeles,SingleFamily,2018,1248137.0,1952,7518,1770,2.0,3,1593564,Beverly Crest,neighborhood
4313 S Budlong Ave,90037,Los Angeles,SingleFamily,2018,154908.0,1912,6598,2230,2.0,5,690131,South Los Angeles,neighborhood
1125 E 95th St,90002,Los Angeles,SingleFamily,2018,248022.0,1927,4791,926,1.0,2,363275,Southeast Los Angeles,neighborhood
1726 S Marvin Ave,90019,Los Angeles,SingleFamily,2018,302626.0,1936,5750,1901,2.0,4,1183995,Mid City,neighborhood
13658 Muscatine St,91331,Arleta,SingleFamily,2018,257204.0,1951,6534,1558,2.0,3,546295,Arleta,neighborhood
223 Horizon Ave,90291,Venice,Triplex,2018,1428879.0,1911,3060,3321,2.0,2,2876171,Venice,neighborhood
3607 Bellevue Ave,90026,Los Angeles,Quadruplex,2018,418241.0,1926,7500,5700,4.0,8,1710844,Silver Lake,neighborhood
2814 Phelps Ave,90032,Los Angeles,SingleFamily,2018,436967.0,1962,5231,1200,2.0,3,638179,El Sereno,neighborhood
312 S Orange Dr,90036,Los Angeles,SingleFamily,2018,387460.0,1924,6752,2289,2.0,3,2130144,Mid Wilshire,neighborhood
9023 W 25th St,90034,Los Angeles,SingleFamily,2018,1099702.0,1931,4862,1722,2.0,3,1587220,Beverlywood,neighborhood
3807 Fernwood Ave,90027,Los Angeles,SingleFamily,2018,104787.0,1924,3599,1136,1.0,2,1047045,Los Feliz,neighborhood
5438 Leghorn Ave,91401,Sherman Oaks,SingleFamily,2018,762990.0,1955,6838,1716,1.0,2,979387,Sherman Oaks,neighborhood
617 Bay View Ave,90744,Wilmington,SingleFamily,2018,52523.0,1952,8424,1412,2.0,4,482990,Wilmington,neighborhood
1442 W 66th St,90047,Los Angeles,SingleFamily,2018,91005.0,1922,3619,800,1.0,2,404905,South Los Angeles,neighborhood
501 Bel Air Rd,90077,Los Angeles,SingleFamily,2018,5548183.0,1937,57124,6779,9.0,7,16947157,Bel Air,neighborhood
1260 W Sepulveda St,90732,San Pedro,SingleFamily,2018,53588.0,1940,6998,1053,1.0,2,582631,San Pedro,neighborhood
5301 Brynhurst Ave,90043,Los Angeles,SingleFamily,2018,933300.0,1916,10480,2992,3.0,4,1232273,Hyde Park,neighborhood
18830 Maplewood Ln,91326,Porter Ranch,SingleFamily,2018,740253.0,1998,11100,4035,5.0,5,1268520,Northridge,neighborhood
11020 Wilmington Ave,90059,Los Angeles,SingleFamily,2018,243504.0,2001,3250,1795,2.5,3,420662,Watts,neighborhood
6303 S Figueroa St,90003,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,405369,South Los Angeles,neighborhood
23024 Friar St,91367,Woodland Hills,SingleFamily,2018,147970.0,1945,7004,1543,2.0,3,695086,Woodland Hills,neighborhood
409 N Hobart Blvd,90004,Los Angeles,MultiFamily2To4,2018,730000.0,1920,4356,1353,2.0,4,970709,Hollywood,neighborhood
5614 Auckland Ave,91601,North Hollywood,SingleFamily,2018,681433.0,1954,6229,2184,NA,0,929882,North Hollywood,neighborhood
4602 Ellenwood Dr,90041,Los Angeles,SingleFamily,2018,379866.0,1908,5399,914,1.0,2,826942,Eagle Rock,neighborhood
1666 W 25th St,90007,Los Angeles,Quadruplex,2018,959627.0,1915,6243,4164,4.0,4,1002515,Adams-Normandie,neighborhood
1624 W 36th Pl,90018,Los Angeles,SingleFamily,2018,441383.0,1910,5400,1784,1.0,3,692675,South Los Angeles,neighborhood
3055 W 12th St,90006,Los Angeles,SingleFamily,2018,385709.0,1913,5397,1258,1.0,2,1018947,Mid City,neighborhood
8829 Noble Ave,91343,North Hills,SingleFamily,2018,114547.0,1949,25187,1670,2.0,4,642981,North Hills,neighborhood
5519 Berkshire Dr,90032,Los Angeles,SingleFamily,2018,511747.0,1923,7405,1440,2.0,4,783736,El Sereno,neighborhood
18340 Keswick St UNIT 1,91335,Reseda,SingleFamily,2018,440641.0,2005,21640,1881,3.0,4,707054,Reseda,neighborhood
3053 Valevista Trl,90068,Los Angeles,SingleFamily,2018,49932.0,1946,5000,874,1.0,2,889802,Hollywood Hills,neighborhood
18004 Bullock St,91316,Encino,SingleFamily,2018,623195.0,1949,5662,1861,2.0,4,806002,Encino,neighborhood
9748 Saturn St,90035,Los Angeles,SingleFamily,2018,1990975.0,2009,5658,4400,5.5,5,3556500,Cheviot Hills,neighborhood
3510 Eagle St,90063,Los Angeles,SingleFamily,2018,169508.0,1912,5618,1036,1.0,2,460500,Boyle Heights,neighborhood
4046 Ingraham St,90005,Los Angeles,SingleFamily,2018,181898.0,1914,6499,2698,3.0,4,1356273,Mid City,neighborhood
3714 Colonial Ave,90066,Los Angeles,SingleFamily,2018,385017.0,1948,5615,1719,2.0,4,1564880,Mar Vista,neighborhood
6819 Saint Estaban St,91042,Tujunga,SingleFamily,2018,163329.0,1922,7406,1032,1.0,2,591156,Tujunga,neighborhood
10953 Odell Ave,91040,Sunland,SingleFamily,2018,475316.0,1924,8363,1547,2.0,3,628419,Sunland,neighborhood
8401 Ridpath Dr,90046,Los Angeles,SingleFamily,2018,1011461.0,1925,4416,1334,1.0,1,1129279,Hollywood Hills,neighborhood
22049 Leadwell St,91303,Canoga Park,SingleFamily,2018,581400.0,1954,6750,1589,3.0,3,611225,Canoga Park,neighborhood
12120 Shadow Ridge Way,91326,Porter Ranch,SingleFamily,2018,538419.0,1986,5706,1903,2.5,3,704741,Porter Ranch,neighborhood
8317 Corbin Ave,91306,Winnetka,SingleFamily,2018,384197.0,1949,6098,1409,2.0,3,551814,Winnetka,neighborhood
905 S Berendo St,90006,Los Angeles,Quadruplex,2018,218938.0,1922,5405,4244,4.0,4,1580316,Koreatown,neighborhood
11144 Hayvenhurst Ave,91344,Granada Hills,SingleFamily,2018,231454.0,1957,8189,1438,2.0,3,601322,Granada Hills,neighborhood
3431 Potomac Ave,90016,Los Angeles,SingleFamily,2018,411941.0,1940,5183,1100,1.0,2,704221,West Adams,neighborhood
5220 Veloz Ave,91356,Tarzana,SingleFamily,2018,698823.0,1951,6750,2470,3.5,5,1044016,Tarzana,neighborhood
18148 Osborne St,91325,Northridge,SingleFamily,2018,427868.0,1955,7748,1726,3.0,3,662155,Northridge,neighborhood
2768 Estara Ave,90065,Los Angeles,SingleFamily,2018,286261.0,1908,7500,2570,2.0,7,1098275,Glassell Park,neighborhood
4976 Llano Dr,91364,Woodland Hills,SingleFamily,2018,888828.0,1989,10246,2689,3.0,3,990376,Woodland Hills,neighborhood
4225 Halldale Ave,90062,Los Angeles,SingleFamily,2018,500428.0,1907,6708,1200,1.0,2,611328,South Los Angeles,neighborhood
157 N Woodburn Dr,90049,Los Angeles,SingleFamily,2018,2942606.0,1939,23717,3200,4.0,3,5227151,Brentwood,neighborhood
8522 Apperson St,91040,Sunland,SingleFamily,2018,414071.0,1924,5662,1572,2.0,3,653902,Sunland,neighborhood
1515 S Canfield Ave,90035,Los Angeles,SingleFamily,2018,2216578.0,1928,5808,3666,5.0,5,2782387,Pico-Robertson,neighborhood
2506 Kerwin Pl,90065,Los Angeles,SingleFamily,2018,443634.0,1964,26210,1868,2.0,3,1229761,Eagle Rock,neighborhood
10112 Hollow Glen Cir,90077,Los Angeles,Condominium,2018,916237.0,1970,1110572,2786,3.0,4,1650240,Beverly Crest,neighborhood
15639 Septo St,91343,North Hills,SingleFamily,2018,163049.0,1949,6622,640,1.0,2,476027,North Hills,neighborhood
422 E 80th St,90003,Los Angeles,Duplex,2018,285713.0,1927,5210,2200,3.0,5,592600,Southeast Los Angeles,neighborhood
5850 W 75th St,90045,Los Angeles,SingleFamily,2018,569440.0,1951,5486,1381,2.0,2,1125770,Westchester,neighborhood
1187 E 45th St,90011,Los Angeles,Duplex,2018,634360.0,2003,6933,2700,4.0,8,623211,Southeast Los Angeles,neighborhood
7827 Broadleaf Ave,91402,Panorama City,SingleFamily,2018,380252.0,1970,6098,1166,1.0,2,524807,Panorama City,neighborhood
3337 S Carolina St,90731,San Pedro,SingleFamily,2018,1027200.0,1984,4505,3168,4.0,3,1007096,San Pedro,neighborhood
6454 Baird Ave,91335,Reseda,SingleFamily,2018,324946.0,1954,7378,1750,2.0,4,654483,Tarzana,neighborhood
1247 W 30th St APT 314,90007,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,2.0,2,729556,University Park,neighborhood
6961 Etiwanda Ave,91335,Reseda,SingleFamily,2018,182480.0,1952,6701,1057,1.0,3,525279,Reseda,neighborhood
3828 Collis Ave,90032,Los Angeles,SingleFamily,2018,45408.0,1939,7514,1303,2.0,2,703841,El Sereno,neighborhood
10565 Lubao Ave,91311,Chatsworth,SingleFamily,2018,620412.0,1969,22651,2748,3.0,6,975436,Chatsworth,neighborhood
10500 Rocca Pl,90077,Los Angeles,SingleFamily,2018,6609665.0,1972,25445,6000,6.0,5,7527967,Bel Air,neighborhood
560 W 88th St,90044,Los Angeles,MultiFamily2To4,2018,485000.0,1928,6503,1320,4.0,4,546137,South Los Angeles,neighborhood
1611 Silver Lake Blvd,90026,Los Angeles,Triplex,2018,1208863.0,1935,5000,2706,3.0,4,1358460,Silver Lake,neighborhood
12156 Wixom St,91605,North Hollywood,SingleFamily,2018,363567.0,1951,7814,2145,4.0,4,683524,Sun Valley,neighborhood
1722 S Stanley Ave,90019,Los Angeles,SingleFamily,2018,319374.0,1938,7482,1488,1.0,2,1157332,Mid City,neighborhood
5314 Cimarron St,90062,Los Angeles,Duplex,2018,199658.0,1924,2352,1636,2.0,2,527068,South Los Angeles,neighborhood
8323 Gonzaga Ave,90045,Los Angeles,SingleFamily,2018,98849.0,1938,6250,1584,2.0,3,1249771,Westchester,neighborhood
1454 W 98th St,90047,Los Angeles,SingleFamily,2018,188934.0,1948,5004,1267,1.0,3,462645,Westmont,city
18691 Cumnock Pl,91326,Porter Ranch,SingleFamily,2018,173919.0,1969,18683,2505,3.0,5,872339,Porter Ranch,neighborhood
12657 Dewey St,90066,Los Angeles,SingleFamily,2018,783770.0,1952,5488,1396,1.0,3,1531106,Mar Vista,neighborhood
1119 W Kensington Rd,90026,Los Angeles,MultiFamily2To4,2018,1866600.0,1922,7888,3438,5.0,7,816514,Echo Park,neighborhood
2729 Raymond Ave,90007,Los Angeles,Quadruplex,2018,423477.0,1906,7494,3282,4.0,8,1006349,Adams-Normandie,neighborhood
250 E 69th St,90003,Los Angeles,SingleFamily,2018,129956.0,1922,2400,1176,2.0,2,377033,Southeast Los Angeles,neighborhood
19734 Hemmingway St,91306,Winnetka,SingleFamily,2018,461754.0,1966,5148,1741,2.0,4,622850,Winnetka,neighborhood
13834 Gilmore St,91401,Van Nuys,SingleFamily,2018,80749.0,1960,5651,1429,2.0,3,761774,Valley Glen,neighborhood
140 S Carmelina Ave,90049,Los Angeles,SingleFamily,2018,1133122.0,1923,9001,4708,5.0,5,4915416,Brentwood,neighborhood
284 S Coronado St,90057,Los Angeles,SingleFamily,2018,663000.0,1900,5619,2636,4.75,5,1178653,Westlake,neighborhood
16955 Kinzie St,91343,Northridge,SingleFamily,2018,310666.0,1961,8072,1780,NA,3,663988,Northridge,neighborhood
12677 Marco Pl,90066,Los Angeles,SingleFamily,2018,599599.0,1993,5729,3268,4.0,5,2633162,Mar Vista,neighborhood
1843 S Crescent Heights Blvd,90035,Los Angeles,SingleFamily,2018,199353.0,1940,6349,1363,1.5,2,1216990,Crestview,neighborhood
5619 Cleon Ave,91601,North Hollywood,SingleFamily,2018,406040.0,1927,5552,1040,1.0,2,706615,North Hollywood,neighborhood
